temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
31.8,7.1,5.5,24,Dark Green,20,38,81,Moderate
25.5,7.4,2.9,33,Black,20,92,128,High
33.5,9.1,2.8,16,Light Green,32,98,117,High
27.8,8.1,7.1,27,Black,7,252,120,Moderate
26.4,6.5,4.9,27,Green,26,177,130,Moderate
27.5,8.8,6.3,15,Dark Green,4,269,48,Healthy
26.1,9.5,7.1,31,Black,4,239,115,Moderate
25.7,9.5,3.6,7,Black,6,282,25,High
31.9,8.7,2.4,31,Dark Green,4,254,23,Moderate
31.5,6.6,4.6,13,Light Green,27,271,57,Moderate
30.6,6.5,7.8,31,Green,10,71,55,Healthy
33.7,7.5,6.0,18,Brown,12,262,106,Moderate
28.3,7.7,2.6,27,Black,13,89,81,Moderate
28.4,9.1,4.4,34,Dark Green,15,278,125,Moderate
27.5,8.5,4.2,28,Black,8,131,123,Moderate
34.8,6.8,6.5,15,Light Green,8,288,39,Moderate
26.9,8.5,3.1,31,Light Green,20,106,119,Moderate
33.5,8.2,2.9,34,Black,15,65,55,High
25.9,6.9,6.5,15,Dark Green,26,157,37,High
32.9,7.2,4.2,34,Green,17,279,146,Moderate
24.2,6.9,3.3,23,Green,11,74,75,High
25.9,9.3,2.7,18,Brown,39,142,141,High
24.4,8.7,4.8,30,Brown,16,278,137,High
26.5,9.0,2.5,16,Black,11,169,53,High
24.3,8.1,4.9,35,Green,34,76,70,Moderate
30.5,9.4,2.5,21,Dark Green,37,61,124,High
24.1,9.0,6.8,33,Green,23,256,80,Moderate
26.8,7.1,3.8,16,Light Green,3,42,126,Moderate
27.1,7.6,4.7,17,Light Green,33,222,122,Moderate
26.5,8.0,6.5,9,Green,11,238,127,Healthy
29.5,9.0,2.8,35,Green,12,50,5,Moderate
31.3,7.6,3.3,30,Green,31,208,32,Moderate
24.0,9.1,2.3,26,Light Green,35,243,119,High
30.3,6.7,4.4,27,Green,0,53,86,Healthy
32.5,9.1,7.1,16,Green,12,172,107,Moderate
34.7,7.8,2.4,18,Brown,36,199,60,High
27.3,8.5,2.7,16,Dark Green,4,164,130,Moderate
24.5,6.9,3.7,6,Light Green,19,282,67,High
31.9,7.3,2.2,8,Black,4,72,120,High
27.2,9.2,3.5,16,Dark Green,21,292,11,High
29.6,7.6,4.7,23,Light Green,1,269,29,Healthy
34.2,7.4,3.4,25,Black,5,277,8,High
29.6,8.4,5.2,14,Black,16,167,72,Moderate
25.7,6.6,6.7,16,Black,17,42,95,High
25.2,7.4,8.0,26,Brown,37,104,27,Moderate
24.1,7.1,5.6,18,Light Green,27,276,119,Moderate
32.8,6.6,5.4,9,Black,25,296,51,High
25.3,9.1,3.2,23,Dark Green,21,175,118,High
32.2,8.6,4.7,34,Light Green,27,256,31,Moderate
31.5,6.8,6.0,32,Dark Green,15,278,2,Moderate
27.3,9.4,6.2,17,Brown,18,233,48,Moderate
29.9,7.5,3.0,29,Black,7,61,14,Moderate
34.1,8.2,5.7,17,Black,1,230,101,Moderate
34.9,8.5,6.1,7,Light Green,22,166,24,Moderate
25.1,9.0,2.2,18,Light Green,20,190,47,High
34.1,7.6,3.0,5,Green,6,294,38,Moderate
30.1,8.2,2.7,23,Brown,18,300,101,Moderate
24.2,6.6,5.7,9,Green,21,177,140,Moderate
34.0,8.0,6.2,27,Light Green,26,116,9,Moderate
26.9,8.4,2.1,28,Dark Green,9,53,121,Moderate
25.9,8.2,4.0,5,Brown,22,162,124,Moderate
33.7,6.6,2.7,23,Green,6,155,101,High
32.7,8.2,3.6,27,Brown,32,280,77,High
24.3,8.2,4.9,12,Brown,9,168,103,Moderate
28.2,8.2,4.8,31,Green,38,159,120,Moderate
28.2,9.3,5.5,8,Light Green,36,259,97,Moderate
27.3,8.4,5.0,8,Green,7,139,42,Healthy
26.7,8.3,6.9,28,Black,8,272,92,Moderate
32.5,8.9,7.8,25,Brown,9,182,56,Moderate
33.1,6.5,7.6,11,Black,3,189,128,Moderate
29.3,6.9,5.4,15,Black,15,197,103,Moderate
32.1,9.5,3.9,13,Light Green,2,137,19,Moderate
25.2,7.2,5.7,6,Brown,10,264,149,Moderate
26.0,9.5,3.0,14,Black,19,142,44,High
26.1,8.5,5.9,35,Dark Green,26,86,88,Moderate
30.6,9.0,3.2,16,Brown,5,170,4,Moderate
28.0,7.3,5.7,31,Dark Green,24,194,90,Moderate
31.5,8.5,5.2,24,Black,1,200,85,Moderate
32.4,8.1,7.5,8,Green,33,156,98,Moderate
30.4,8.4,4.7,18,Brown,31,283,84,Moderate
25.5,7.1,3.6,13,Light Green,30,178,8,High
28.9,7.9,5.9,30,Dark Green,27,131,72,Moderate
33.2,7.4,7.1,21,Light Green,21,45,8,Moderate
30.7,7.2,6.6,30,Black,16,165,3,Moderate
30.7,7.0,5.5,14,Brown,17,69,113,Moderate
33.7,9.3,6.5,32,Brown,27,205,149,High
32.4,7.6,4.8,10,Brown,7,240,105,Moderate
26.6,7.4,3.1,13,Black,0,277,98,Moderate
32.5,7.2,6.7,23,Dark Green,10,168,29,Moderate
30.9,7.4,2.8,32,Light Green,15,232,60,Moderate
30.4,6.7,6.6,31,Black,23,257,105,High
29.0,8.2,2.1,20,Light Green,0,292,16,Healthy
26.2,7.6,2.7,13,Green,8,182,62,Moderate
25.8,9.3,3.7,30,Green,19,178,143,High
26.0,7.6,7.3,19,Dark Green,4,142,10,Healthy
30.7,7.0,3.8,35,Brown,34,218,92,High
25.2,8.2,7.3,18,Dark Green,15,243,80,Moderate
32.5,9.3,7.7,25,Brown,33,131,67,Moderate
34.2,6.7,4.8,26,Black,9,224,21,High
27.5,9.3,2.5,10,Black,16,125,59,High
34.5,8.3,3.2,34,Black,20,290,19,High
29.0,9.2,8.0,20,Brown,18,166,15,Moderate
25.6,9.0,6.6,34,Light Green,24,298,130,Moderate
26.6,8.5,6.4,14,Dark Green,38,70,54,Moderate
32.6,7.9,7.1,16,Dark Green,9,66,29,Moderate
31.3,8.6,2.4,14,Brown,8,287,26,Moderate
28.2,8.9,6.2,13,Brown,32,107,42,Moderate
34.1,6.7,6.7,30,Dark Green,31,69,38,High
30.9,6.7,6.2,31,Brown,23,219,116,Moderate
29.3,6.6,4.0,25,Green,8,115,37,Moderate
26.2,8.2,7.5,25,Light Green,37,30,22,Healthy
31.8,8.4,6.4,8,Light Green,39,255,127,Moderate
29.9,8.3,7.2,15,Brown,40,43,91,Moderate
28.1,7.3,7.9,35,Black,7,27,110,Moderate
32.5,6.8,5.1,13,Black,0,86,92,Moderate
31.9,7.1,7.3,21,Dark Green,28,196,69,Moderate
31.3,9.3,4.3,19,Green,36,275,114,Moderate
32.1,8.8,3.4,18,Brown,23,291,148,High
25.2,9.5,7.5,27,Dark Green,9,124,40,Moderate
26.1,7.5,7.8,35,Black,19,251,117,Moderate
29.3,7.7,6.3,33,Green,10,293,106,Healthy
30.9,8.9,2.9,35,Black,23,137,116,High
25.5,8.5,3.6,9,Black,25,149,110,High
28.8,6.6,6.3,17,Light Green,5,180,48,Healthy
24.9,9.0,4.9,24,Green,12,174,133,Moderate
25.1,6.6,4.9,33,Dark Green,10,70,2,High
25.8,9.3,7.8,30,Black,25,33,21,High
28.3,9.3,6.2,18,Green,4,212,100,Healthy
32.7,8.7,5.0,5,Green,17,173,73,Moderate
33.0,9.2,2.5,24,Green,1,108,101,Moderate
29.6,7.3,7.1,7,Brown,39,55,30,Moderate
26.9,7.5,2.6,34,Dark Green,15,64,16,Moderate
26.7,8.7,3.6,19,Black,8,248,93,High
31.1,7.7,7.0,26,Brown,15,226,91,Healthy
24.3,9.3,6.6,32,Green,6,284,39,Moderate
32.8,7.8,4.8,10,Light Green,32,136,109,Moderate
31.8,7.5,6.5,31,Light Green,1,259,134,Healthy
28.0,8.9,7.8,13,Dark Green,7,215,56,Moderate
30.3,7.3,3.2,13,Green,23,104,49,Moderate
28.4,6.9,3.3,27,Brown,10,197,88,Moderate
27.9,8.2,6.7,24,Brown,40,235,123,Moderate
27.7,8.3,4.2,7,Black,6,115,29,Moderate
28.3,7.3,7.3,31,Brown,34,270,123,Moderate
24.3,8.5,2.7,5,Dark Green,19,167,52,High
29.9,9.0,4.9,17,Light Green,8,31,68,Healthy
27.9,8.1,7.3,33,Dark Green,25,189,51,Moderate
30.0,8.1,7.2,13,Black,3,148,56,Healthy
30.3,8.8,3.5,9,Dark Green,5,75,106,Moderate
29.5,8.8,6.2,31,Dark Green,33,192,132,Moderate
27.0,6.6,4.6,20,Dark Green,6,65,76,Moderate
29.2,7.8,5.5,28,Brown,7,104,122,Healthy
33.7,8.9,7.2,33,Dark Green,25,267,127,High
28.1,6.5,6.2,24,Light Green,0,85,31,Healthy
29.1,6.9,5.8,28,Dark Green,24,38,79,Moderate
30.4,8.2,6.8,25,Dark Green,19,211,10,Moderate
25.9,7.6,5.3,33,Black,16,99,68,High
32.2,7.5,4.5,27,Light Green,25,66,61,Moderate
29.1,6.5,4.5,32,Dark Green,22,175,78,High
30.7,7.8,6.1,10,Brown,22,35,67,Moderate
33.9,8.3,2.1,31,Brown,19,163,119,High
34.3,8.7,3.5,16,Light Green,39,133,43,High
26.4,8.5,6.3,32,Black,14,213,39,Moderate
33.5,8.4,4.8,13,Brown,36,59,127,Moderate
24.3,8.3,5.2,10,Black,15,81,42,Moderate
33.6,8.0,6.0,17,Green,21,198,133,Moderate
34.2,7.0,5.0,7,Dark Green,17,298,118,High
25.0,7.5,7.6,8,Green,25,64,8,Moderate
25.6,6.5,6.0,13,Light Green,37,63,92,Moderate
30.7,7.7,3.7,16,Dark Green,31,258,37,High
24.6,8.4,7.5,28,Black,37,189,96,High
31.0,7.9,2.7,24,Green,22,36,60,Moderate
29.0,7.7,5.4,30,Brown,6,279,65,Healthy
25.0,8.4,4.9,13,Green,13,278,97,Moderate
33.7,7.3,2.3,28,Brown,27,222,26,High
31.7,7.1,2.2,8,Green,19,132,90,High
31.6,8.6,6.5,20,Light Green,20,38,5,Moderate
26.5,8.3,6.0,18,Dark Green,20,294,100,Moderate
24.5,8.1,2.7,14,Green,3,194,16,Moderate
31.7,7.7,6.6,11,Dark Green,25,30,57,Moderate
28.8,6.8,3.5,32,Green,33,261,112,High
24.4,9.0,7.4,13,Dark Green,27,152,7,High
34.6,7.9,6.0,6,Dark Green,8,170,33,Moderate
26.6,6.6,3.5,11,Green,14,282,133,Moderate
30.2,6.8,5.0,8,Dark Green,22,110,108,Moderate
31.3,7.6,3.2,21,Green,15,159,115,Moderate
32.3,6.6,6.3,21,Green,0,210,49,Healthy
33.2,8.0,6.9,35,Black,18,45,111,High
31.7,7.0,4.0,17,Black,12,298,129,Moderate
28.7,7.8,5.3,17,Black,38,144,135,Moderate
31.1,9.4,3.9,33,Light Green,1,248,123,Moderate
28.4,8.1,7.8,5,Light Green,8,57,108,Healthy
25.7,9.5,6.9,14,Brown,13,288,124,Moderate
24.3,7.5,6.6,32,Black,33,214,20,High
27.3,9.2,5.9,26,Brown,1,39,59,Healthy
32.9,7.8,5.2,15,Brown,6,169,52,Healthy
26.0,7.8,3.8,27,Light Green,25,290,40,Moderate
28.5,8.3,3.2,5,Light Green,6,235,115,Moderate
26.6,8.6,5.0,24,Brown,12,161,129,Healthy
32.0,7.8,5.9,12,Green,17,124,91,Moderate
29.1,7.9,4.0,32,Light Green,17,76,9,Moderate
27.3,8.1,7.4,7,Green,4,196,105,Healthy
27.2,7.2,2.7,14,Black,16,104,25,High
29.3,8.8,2.5,6,Black,12,261,36,High
26.7,9.4,7.0,19,Light Green,12,37,4,Healthy
25.4,9.1,6.6,11,Dark Green,40,44,96,High
24.8,7.2,3.5,9,Green,19,142,53,High
29.8,8.1,4.8,31,Brown,29,120,51,Moderate
24.8,7.0,2.1,34,Green,11,124,2,Moderate
27.3,8.4,5.7,19,Light Green,22,234,19,Healthy
25.9,6.9,5.9,26,Green,19,210,98,Moderate
33.7,8.8,2.1,19,Dark Green,8,253,114,High
30.6,7.2,2.4,23,Light Green,15,63,149,Moderate
24.6,6.8,7.1,9,Dark Green,23,181,71,High
26.6,8.3,2.3,9,Black,19,292,86,High
26.9,6.6,6.0,25,Light Green,32,196,138,Moderate
28.4,8.3,3.2,28,Black,36,198,113,High
33.9,8.3,4.6,20,Brown,17,155,95,Moderate
27.8,7.3,4.9,35,Green,26,213,6,Moderate
29.9,9.0,6.7,28,Black,2,295,18,Moderate
25.2,7.7,7.0,15,Brown,19,287,57,Moderate
24.8,8.0,3.6,22,Light Green,36,132,114,High
26.9,8.8,3.8,5,Black,6,66,123,High
31.2,7.5,4.0,15,Brown,10,295,80,Moderate
32.2,8.2,7.3,22,Green,8,176,94,Healthy
34.3,8.5,4.5,10,Light Green,8,229,127,Moderate
31.3,6.6,2.9,27,Brown,8,147,10,High
24.1,8.8,7.4,34,Black,19,275,121,High
29.1,8.0,3.2,21,Dark Green,23,202,91,High
28.8,8.6,2.9,28,Dark Green,10,182,110,Moderate
29.0,9.1,2.2,26,Brown,12,115,103,Moderate
33.2,7.3,5.5,25,Light Green,15,75,119,Moderate
29.4,6.6,3.0,6,Green,7,62,105,Moderate
33.6,9.3,6.7,32,Green,36,271,115,Moderate
28.3,6.7,4.2,14,Green,6,153,54,Moderate
25.1,7.6,5.5,31,Dark Green,32,212,71,Moderate
28.1,9.4,2.7,30,Brown,3,70,1,Moderate
24.2,8.8,3.7,35,Green,30,125,128,High
24.6,6.7,7.7,23,Black,24,170,95,High
34.4,9.4,4.0,29,Light Green,21,130,140,High
30.4,7.0,4.2,11,Brown,10,218,60,Moderate
25.5,8.7,3.6,14,Black,12,177,145,High
28.0,8.0,5.4,25,Green,14,269,102,Healthy
27.7,8.9,6.1,35,Light Green,39,176,31,Moderate
30.4,8.5,5.3,28,Brown,40,136,126,Moderate
30.9,9.1,6.0,22,Black,40,171,114,High
25.4,9.4,3.8,22,Black,26,114,80,High
29.6,8.6,4.2,35,Black,9,231,135,Moderate
33.8,8.3,2.0,29,Dark Green,40,24,64,High
34.2,6.7,7.7,31,Green,23,21,64,Moderate
32.1,9.4,3.7,8,Green,13,190,21,Moderate
28.0,9.3,7.4,6,Dark Green,22,94,29,Moderate
28.1,7.2,2.9,30,Brown,17,41,33,High
29.4,8.6,7.1,15,Light Green,17,261,137,Moderate
32.3,9.5,6.5,10,Light Green,33,26,19,Moderate
29.4,6.8,3.7,16,Black,29,243,65,High
33.5,9.4,6.0,34,Light Green,11,239,102,Moderate
30.4,7.2,7.0,9,Dark Green,8,126,46,Moderate
28.7,8.3,6.9,20,Light Green,22,213,132,Healthy
28.2,8.6,7.8,9,Light Green,20,282,117,Moderate
28.1,9.0,4.7,7,Brown,20,24,64,Moderate
31.0,7.1,7.4,6,Dark Green,15,206,26,Moderate
33.7,9.1,5.6,19,Black,22,105,110,High
34.8,8.5,5.0,29,Black,12,103,5,Moderate
25.3,6.8,3.0,6,Dark Green,33,78,142,High
24.9,7.3,2.7,28,Dark Green,21,105,101,High
34.7,6.8,3.6,19,Dark Green,4,270,27,High
24.7,9.5,7.2,12,Black,32,22,128,High
33.0,7.1,3.9,5,Green,7,107,104,Moderate
28.0,6.9,6.5,33,Dark Green,40,87,86,Moderate
33.1,6.8,5.0,30,Dark Green,7,194,121,Moderate
34.3,9.4,5.6,11,Light Green,27,258,66,Moderate
31.3,8.3,5.7,19,Dark Green,19,122,28,Moderate
30.3,7.4,6.1,21,Light Green,36,156,32,Moderate
24.4,7.8,6.1,32,Black,20,108,20,High
27.8,7.4,2.4,35,Dark Green,37,292,74,High
24.9,9.4,3.0,29,Light Green,11,59,4,High
29.7,7.3,2.7,22,Green,8,85,82,Moderate
34.3,7.3,4.5,9,Light Green,38,60,65,Moderate
34.4,7.8,5.5,13,Brown,8,21,32,Moderate
30.0,7.4,6.9,8,Light Green,6,259,126,Healthy
34.7,8.7,2.9,27,Light Green,25,102,150,High
33.3,6.8,5.6,13,Green,24,87,79,Moderate
26.0,7.2,7.9,7,Brown,3,138,30,Healthy
34.7,8.2,3.3,31,Black,4,22,133,High
32.4,8.4,5.4,32,Dark Green,38,200,106,Moderate
33.1,8.8,2.7,17,Dark Green,1,48,75,High
32.9,9.3,4.7,34,Green,39,180,99,Moderate
28.7,9.2,5.4,7,Dark Green,31,26,41,Moderate
28.1,8.0,4.2,31,Brown,19,91,81,Moderate
31.1,7.4,2.6,10,Dark Green,5,128,99,Moderate
26.3,6.5,7.2,29,Dark Green,37,146,129,Moderate
32.3,7.4,3.3,17,Black,19,188,121,High
26.3,9.4,2.7,17,Light Green,30,28,102,High
25.3,8.9,6.4,28,Light Green,0,79,64,Healthy
30.0,9.0,3.9,31,Dark Green,25,289,48,High
29.3,8.9,3.4,19,Brown,40,194,148,High
30.7,9.1,7.4,21,Brown,37,80,51,Moderate
28.3,8.2,7.9,15,Dark Green,39,275,55,Moderate
32.1,9.3,7.0,18,Brown,9,51,56,Moderate
29.0,8.2,2.5,5,Black,33,173,9,High
34.0,6.5,3.2,21,Brown,38,166,38,High
28.8,8.6,5.3,8,Dark Green,12,287,1,Moderate
34.2,8.4,3.3,28,Green,21,77,131,High
32.8,7.2,5.1,15,Dark Green,28,28,29,Moderate
30.6,7.3,2.8,20,Dark Green,4,49,43,Moderate
26.7,7.2,5.7,32,Green,14,181,7,Healthy
24.1,8.7,4.0,11,Black,32,65,10,High
34.5,8.4,5.6,13,Black,28,193,113,High
31.3,8.7,7.1,9,Dark Green,5,151,79,Moderate
25.9,8.9,6.9,19,Dark Green,22,117,15,High
32.3,8.9,5.2,12,Light Green,37,253,56,Moderate
27.3,7.1,7.1,30,Green,28,98,37,Moderate
28.6,9.4,5.0,13,Black,14,300,115,Moderate
30.7,7.2,3.4,23,Brown,40,269,42,High
24.1,6.8,6.7,35,Black,26,233,108,High
31.7,9.4,6.2,24,Green,6,272,10,Moderate
27.2,9.3,7.5,17,Green,31,20,54,Moderate
31.1,7.3,3.6,9,Dark Green,18,180,40,High
24.2,8.7,7.3,11,Dark Green,18,267,20,High
28.7,7.8,5.8,17,Black,10,172,4,Moderate
31.9,9.4,5.4,9,Dark Green,20,228,55,High
25.9,8.2,5.4,21,Black,16,122,90,High
28.1,7.8,5.8,32,Light Green,35,275,122,Healthy
33.7,8.7,2.8,7,Light Green,34,87,29,High
30.1,8.9,4.8,29,Green,6,173,94,Healthy
35.0,7.7,2.3,6,Light Green,0,123,27,Moderate
31.8,9.0,6.5,14,Black,0,66,117,Moderate
32.5,9.3,4.1,20,Dark Green,17,103,123,High
32.8,8.5,4.6,14,Green,38,256,14,Moderate
24.8,6.7,5.6,31,Black,20,79,103,High
27.3,9.4,4.9,11,Light Green,35,112,82,Moderate
29.4,6.7,2.9,20,Dark Green,23,146,43,High
30.4,6.6,2.6,28,Light Green,1,102,76,Moderate
28.3,8.8,2.5,11,Green,40,46,63,Moderate
24.2,9.0,3.4,17,Green,6,167,96,Moderate
30.8,8.4,4.0,21,Green,36,73,72,Moderate
34.5,6.8,5.2,21,Light Green,18,166,93,Moderate
25.7,9.4,4.1,6,Dark Green,26,300,25,High
32.8,8.3,3.0,16,Black,22,124,98,High
27.1,7.7,5.8,19,Dark Green,0,138,35,Healthy
30.1,6.7,4.8,30,Brown,34,261,13,Moderate
33.3,7.9,5.1,33,Dark Green,0,179,128,Moderate
28.0,8.8,4.6,32,Dark Green,26,198,70,Moderate
30.0,8.6,6.4,31,Green,9,113,117,Healthy
32.6,7.5,6.2,19,Green,8,103,99,Healthy
32.5,8.4,6.6,17,Green,7,232,91,Healthy
34.2,7.7,4.6,14,Light Green,31,174,101,Moderate
26.4,8.4,3.4,25,Black,13,123,144,Moderate
25.4,8.3,4.8,14,Light Green,13,36,85,Moderate
32.4,8.1,2.2,16,Green,29,157,38,Moderate
32.4,9.2,6.2,7,Black,1,98,65,Moderate
24.9,6.8,5.8,19,Green,4,145,121,Moderate
34.2,6.9,4.2,5,Green,32,102,45,High
34.8,7.7,7.4,27,Green,0,236,129,Healthy
25.9,8.5,6.0,16,Dark Green,2,187,83,Moderate
25.2,8.4,3.5,28,Black,17,289,104,High
24.2,8.4,7.8,29,Green,15,299,114,Healthy
28.7,6.9,2.4,10,Light Green,14,114,7,Moderate
30.0,9.5,4.6,5,Dark Green,34,42,60,High
28.4,8.8,6.5,31,Light Green,29,184,143,Moderate
30.8,9.1,3.7,19,Light Green,14,25,122,Moderate
29.0,7.7,3.5,25,Dark Green,19,82,74,High
28.1,7.0,2.8,32,Black,17,153,87,High
34.9,9.4,4.7,32,Dark Green,36,153,62,High
26.0,9.4,5.3,25,Black,38,227,56,High
32.8,7.4,4.1,6,Brown,1,231,141,Moderate
25.7,9.0,2.3,31,Green,1,133,105,Moderate
32.1,6.8,3.9,27,Black,21,187,62,High
31.7,7.4,2.2,15,Brown,7,139,91,Moderate
26.7,6.8,4.9,33,Brown,33,230,132,Moderate
24.1,7.5,7.9,34,Brown,5,288,103,Healthy
24.3,9.0,4.0,15,Brown,24,239,134,High
31.4,7.6,3.3,26,Black,5,298,91,Moderate
31.2,6.9,5.1,19,Green,3,124,101,Healthy
24.5,7.8,2.1,6,Black,28,62,103,High
33.7,6.7,3.7,8,Black,34,147,21,High
29.7,8.4,7.5,35,Green,2,275,110,Healthy
26.0,7.3,3.4,26,Green,40,43,84,Moderate
27.1,6.6,2.0,18,Black,4,191,34,High
28.3,7.7,2.0,18,Light Green,39,274,57,Moderate
29.4,9.0,5.3,25,Dark Green,7,226,38,Moderate
28.8,6.7,7.5,12,Dark Green,28,69,71,Moderate
25.6,9.2,2.4,24,Dark Green,36,26,113,High
32.8,9.4,6.4,6,Brown,23,227,116,Moderate
32.2,6.9,7.7,9,Light Green,8,45,91,Moderate
34.3,7.7,2.5,10,Green,26,275,92,High
26.8,9.1,2.1,34,Black,38,31,15,High
28.6,7.8,4.3,13,Dark Green,37,74,102,Moderate
27.2,9.4,4.3,28,Green,22,252,17,Moderate
34.5,7.1,3.3,11,Dark Green,13,41,72,High
29.2,7.4,5.9,33,Brown,36,167,119,Moderate
34.4,9.5,5.7,23,Dark Green,39,247,125,High
29.4,6.9,3.0,23,Light Green,25,97,109,High
27.1,9.4,4.1,21,Green,33,201,65,Moderate
26.4,8.4,7.3,34,Green,30,172,148,Healthy
28.5,7.4,2.8,6,Dark Green,18,113,145,High
28.1,8.3,2.6,26,Black,37,138,23,High
32.7,8.2,6.7,12,Dark Green,21,298,6,Moderate
30.8,8.3,3.8,12,Dark Green,1,176,31,Moderate
26.8,7.9,3.3,10,Light Green,18,78,81,Moderate
34.3,6.6,7.0,23,Black,6,170,9,High
31.8,7.0,3.6,7,Green,20,36,43,High
34.6,9.2,6.0,14,Brown,14,189,62,Moderate
34.3,8.8,7.2,23,Light Green,1,243,21,Healthy
27.5,8.2,2.0,27,Green,22,195,14,Moderate
31.3,7.1,3.5,19,Black,20,70,25,High
24.2,8.6,3.6,20,Black,32,179,126,High
29.0,7.8,7.2,9,Light Green,23,215,121,Healthy
32.3,9.2,5.9,33,Black,38,191,71,High
27.2,7.7,4.2,27,Dark Green,21,216,31,Moderate
27.0,7.0,6.9,33,Green,0,253,134,Healthy
25.6,7.3,3.0,29,Black,38,28,36,High
24.0,7.0,6.7,18,Green,21,259,35,Moderate
25.1,8.3,6.3,14,Dark Green,36,101,51,Moderate
30.1,9.2,5.1,21,Light Green,28,129,11,Moderate
28.9,8.5,7.2,26,Black,37,25,65,Moderate
33.3,8.8,6.0,10,Black,22,42,17,High
27.4,7.6,4.3,15,Light Green,25,240,73,Moderate
27.1,6.6,6.4,35,Brown,4,77,126,Healthy
30.0,8.3,4.1,27,Brown,21,166,104,Moderate
27.4,8.9,7.2,29,Light Green,15,63,28,Healthy
33.3,9.4,7.7,13,Brown,2,102,90,Moderate
25.7,6.7,2.7,15,Black,38,238,89,High
34.7,8.9,7.1,13,Black,33,36,62,High
30.8,8.9,3.9,17,Green,10,99,121,Moderate
31.6,9.0,3.6,22,Light Green,27,299,144,High
34.8,6.8,6.3,34,Black,4,185,134,Moderate
27.7,8.0,7.7,28,Black,37,221,139,Moderate
29.5,6.7,5.9,12,Dark Green,19,55,27,Moderate
25.3,6.8,4.2,27,Brown,36,292,71,High
26.4,7.1,6.4,21,Light Green,12,211,26,Healthy
31.5,7.9,7.6,6,Brown,27,206,110,Moderate
30.2,7.6,6.2,20,Green,31,125,35,Healthy
29.6,7.2,6.8,12,Light Green,38,135,90,Moderate
24.2,7.0,3.9,15,Light Green,39,81,45,High
31.7,9.4,2.8,26,Light Green,33,239,116,High
27.4,8.5,2.8,18,Green,29,162,119,Moderate
25.9,9.5,3.9,19,Light Green,34,121,120,High
27.5,7.0,6.5,11,Black,2,130,123,Moderate
30.6,8.5,7.7,32,Black,39,167,69,Moderate
32.4,7.0,5.4,29,Black,31,29,49,High
30.3,8.1,4.4,8,Light Green,37,265,1,Moderate
30.7,9.2,4.0,5,Green,12,27,120,Moderate
28.4,7.7,7.0,5,Green,27,112,133,Healthy
25.8,8.1,6.0,32,Green,9,142,39,Healthy
31.5,6.7,2.7,35,Green,9,212,21,Moderate
30.8,9.0,6.1,5,Green,7,267,68,Healthy
27.1,9.2,4.4,28,Dark Green,6,48,104,Moderate
24.5,6.9,4.0,5,Green,10,109,10,Moderate
28.2,8.1,2.2,9,Brown,32,20,12,Moderate
24.4,8.0,3.1,35,Green,3,76,107,Moderate
25.6,8.0,7.0,16,Brown,20,291,84,Moderate
26.3,8.4,6.6,35,Black,40,140,20,Moderate
29.4,7.6,7.5,18,Dark Green,38,276,131,Moderate
27.6,9.5,6.2,14,Dark Green,34,169,139,Moderate
32.4,7.9,2.7,14,Green,7,144,28,Moderate
30.1,6.9,4.9,28,Dark Green,27,49,12,High
27.5,6.8,2.3,16,Brown,36,222,123,High
25.6,8.2,4.2,29,Light Green,17,182,102,Moderate
26.4,8.6,5.0,33,Light Green,37,251,137,Moderate
25.0,6.5,5.5,25,Dark Green,6,273,92,Moderate
33.8,7.6,6.9,21,Light Green,21,42,82,Moderate
30.4,7.2,2.5,25,Black,3,76,133,Moderate
31.1,8.1,8.0,13,Light Green,7,267,137,Healthy
33.3,7.7,7.0,20,Brown,34,92,119,Moderate
27.7,8.4,7.0,9,Brown,13,41,40,Healthy
27.4,8.1,3.5,16,Green,25,174,99,Moderate
30.5,9.0,4.6,29,Light Green,16,135,92,Moderate
33.2,9.1,5.9,5,Brown,38,210,33,High
32.7,7.6,2.9,28,Light Green,1,298,128,Moderate
31.7,9.4,7.7,5,Light Green,32,294,9,Moderate
25.7,7.7,3.5,15,Light Green,33,172,107,High
25.9,6.7,3.6,20,Light Green,29,37,56,High
28.3,8.3,7.8,30,Dark Green,24,130,144,Moderate
26.6,9.3,4.3,7,Brown,1,174,135,Moderate
28.4,7.6,6.3,15,Brown,3,176,34,Healthy
29.1,6.7,4.9,28,Green,1,278,143,Healthy
33.0,7.3,6.2,14,Black,36,262,7,High
28.3,8.4,7.8,15,Light Green,11,250,21,Healthy
27.2,7.7,6.2,22,Black,25,218,6,Moderate
24.8,8.7,2.6,28,Brown,34,48,147,High
26.2,6.9,2.7,19,Light Green,19,212,34,High
25.9,7.8,5.1,23,Green,4,280,76,Healthy
26.9,9.1,6.8,35,Brown,20,221,123,Moderate
32.7,9.5,7.3,28,Green,12,29,33,Moderate
28.7,9.2,5.9,14,Brown,40,292,73,Moderate
26.9,7.7,4.8,10,Dark Green,29,31,74,Moderate
28.0,9.0,2.3,10,Brown,21,98,108,High
31.8,8.1,3.5,32,Light Green,13,196,148,Moderate
28.7,6.8,7.3,29,Light Green,17,66,53,Moderate
27.2,8.2,7.5,28,Brown,5,55,12,Healthy
26.2,9.0,6.6,16,Light Green,21,42,69,Moderate
25.5,9.3,7.5,8,Black,10,81,121,High
